#-----------------------------------------------------------------------------
# Date d'extraction : 30/01/2026 - 17h28 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     RCP2.6 : Emissions maîtrisées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTXAV : Température maximale journalière (°C)
#     NORTXND : Nombre de jours anormalement chauds (jour(s))
#     NORTXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     NORRR : Cumul de précipitation (mm)
#     NORPXCDD : Période de sécheresse (jour(s))
#     NORPQ90 : précipitations intenses (Q90) (mm)
#     NORRR99 : nombre de jours de précipitations intenses (nombre de jours où on dépasse le Q99) (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORTXAV;NORTXND;NORTXHWD;NORRR;NORPXCDD;NORPQ90;NORRR99;
#-----------------------------------------------------------------------------
7781;45.4381;1.4676;RCP2.6;H2;15.91;76;23;1200.09;20;10.46;4.33;
7782;45.4388;1.5698;RCP2.6;H2;16.16;77;25;1182.07;21;10.36;4.31;
7783;45.4395;1.672;RCP2.6;H2;15.93;76;26;1194.61;20;10.48;4.2;
7784;45.44;1.7743;RCP2.6;H2;15.66;80;27;1355.85;20;11.96;4.38;
7785;45.4405;1.8765;RCP2.6;H2;14.64;81;27;1406.97;20;12.71;4.12;
7786;45.4409;1.9787;RCP2.6;H2;14.11;80;28;1439.11;20;12.84;4.3;
7787;45.4411;2.081;RCP2.6;H2;14.69;81;27;1411.53;20;12.73;4.37;
7788;45.4413;2.1832;RCP2.6;H2;14.73;83;27;1196.16;20;10.39;4.15;
7789;45.4414;2.2854;RCP2.6;H2;14.67;82;26;1196.99;19;10.38;4.52;
7790;45.4414;2.3877;RCP2.6;H2;14.94;83;27;1194.54;20;10.29;4.38;
7791;45.4413;2.4899;RCP2.6;H2;14.78;83;27;1201.66;20;10.3;4.3;
7792;45.4411;2.5921;RCP2.6;H2;13.96;84;30;1275.74;20;11.06;3.95;
7793;45.4409;2.6944;RCP2.6;H2;12.52;84;31;1340.7;20;11.65;4.07;
7794;45.4405;2.7966;RCP2.6;H2;11.89;84;30;1535.07;18;13.19;4.2;
7795;45.44;2.8988;RCP2.6;H2;11.27;84;30;1577.52;18;13.88;4.2;
7796;45.4395;3.0011;RCP2.6;H2;11.68;80;26;1668.31;16;14.07;4.88;
7797;45.4388;3.1033;RCP2.6;H2;13.39;83;26;1557.39;16;13.5;4.8;
7798;45.4381;3.2055;RCP2.6;H2;15.42;85;26;782.13;18;6.22;4.29;
7799;45.4372;3.3077;RCP2.6;H2;16.2;86;26;749.66;19;5.87;4.13;
7800;45.4363;3.4099;RCP2.6;H2;14.71;87;27;1062.28;18;8.5;4.67;
7801;45.4353;3.5122;RCP2.6;H2;12.24;84;28;1150.22;18;9.28;4.67;
7802;45.4341;3.6144;RCP2.6;H2;12.36;84;28;1145.78;18;9.19;4.7;
7803;45.4329;3.7166;RCP2.6;H2;14.88;89;31;949.79;19;7.65;4.9;
7804;45.4316;3.8188;RCP2.6;H2;12.96;84;27;1270.74;17;10.43;4.92;
7805;45.4302;3.921;RCP2.6;H2;12.82;84;28;1279.72;17;10.59;4.85;
7806;45.4287;4.0232;RCP2.6;H2;12.59;82;26;1141.96;17;9.5;4.65;
7807;45.4271;4.1253;RCP2.6;H2;14.58;85;26;1044.42;17;8.64;4.98;
7808;45.4254;4.2275;RCP2.6;H2;15.21;86;26;1022.58;18;8.53;4.98;
7809;45.4237;4.3297;RCP2.6;H2;15.72;88;30;945.61;19;7.32;4.6;
7810;45.4218;4.4319;RCP2.6;H2;14.78;86;30;991.92;18;7.72;4.54;
7811;45.4198;4.534;RCP2.6;H2;14.13;84;28;1006.73;19;7.85;4.56;
7812;45.4178;4.6362;RCP2.6;H2;14.1;82;28;1014.39;19;7.71;4.73;
7813;45.4156;4.7383;RCP2.6;H2;16.84;76;24;877.42;22;6.51;4.75;
7814;45.4134;4.8404;RCP2.6;H2;16.91;74;23;1060.19;21;8.86;4.42;
7815;45.411;4.9426;RCP2.6;H2;16.22;76;25;1107.72;21;9.14;4.77;
7816;45.4086;5.0447;RCP2.6;H2;15.89;76;25;1131.84;21;9.34;4.72;
7817;45.4061;5.1468;RCP2.6;H2;15.84;79;26;1133.43;21;9.4;4.56;
7818;45.4035;5.2489;RCP2.6;H2;15.86;81;27;1134.97;21;9.45;4.71;
7819;45.4007;5.351;RCP2.6;H2;15.49;81;27;1174.49;21;9.7;4.71;
7820;45.3979;5.4531;RCP2.6;H2;15.32;82;29;1189.78;21;10;4.6;
7821;45.395;5.5551;RCP2.6;H2;15.31;82;28;1177.42;21;10.08;4.37;
7822;45.392;5.6572;RCP2.6;H2;14.96;83;28;1217.72;22;10.22;4.44;
7823;45.389;5.7592;RCP2.6;H2;13.79;85;32;1832.76;20;16.14;4.73;
7824;45.3858;5.8613;RCP2.6;H2;10.95;82;30;2059.63;20;18.18;4.65;
7825;45.3825;5.9633;RCP2.6;H2;15.33;81;28;1635.4;20;14.57;4.12;
7826;45.3791;6.0653;RCP2.6;H2;14.11;87;32;1430.96;21;12.73;4.35;
7827;45.3757;6.1673;RCP2.6;H2;7.84;71;22;1734.2;19;15.32;4.17;
7828;45.3721;6.2693;RCP2.6;H2;13.88;84;33;1511.63;21;13.71;3.85;
7829;45.3685;6.3713;RCP2.6;H2;8.26;70;24;1690.6;20;14.91;4.3;
7830;45.3647;6.4732;RCP2.6;H2;7.89;69;23;1255.55;21;10.49;4.22;
7831;45.3609;6.5752;RCP2.6;H2;6;62;20;1334.29;21;11.45;4.23;
7832;45.357;6.6771;RCP2.6;H2;5.37;62;19;1354.7;21;11.47;4.28;
7833;45.353;6.779;RCP2.6;H2;2.76;58;17;1451.18;21;12.5;4.22;
7834;45.3489;6.8809;RCP2.6;H2;2.65;56;15;1092.49;21;8.81;4.37;
7835;45.3447;6.9828;RCP2.6;H2;3.38;53;14;1042.28;20;8.15;4.3;
7836;45.3404;7.0847;RCP2.6;H2;2.56;57;15;1073.22;21;8.43;4;
7837;45.336;7.1865;RCP2.6;H2;4.95;60;20;1067.51;22;8.18;4.27;
7898;45.4576;-1.1927;RCP2.6;H2;18.15;56;13;907.57;25;7.98;4.98;
7899;45.4608;-1.0906;RCP2.6;H2;18.12;56;13;908.54;25;8;4.98;
7900;45.4639;-0.9884;RCP2.6;H2;18.13;55;12;903.33;25;7.79;5.04;
7901;45.4669;-0.8862;RCP2.6;H2;18.1;59;13;880.21;25;7.81;5.12;
7902;45.4698;-0.784;RCP2.6;H2;18.04;58;13;889.85;24;7.73;4.92;
7903;45.4726;-0.6818;RCP2.6;H2;17.88;61;14;899.36;24;7.92;4.94;
7904;45.4753;-0.5796;RCP2.6;H2;17.88;61;14;900.53;24;7.92;4.94;
7905;45.478;-0.4773;RCP2.6;H2;17.86;61;16;904.59;23;7.93;4.96;
7906;45.4805;-0.3751;RCP2.6;H2;17.77;62;16;911.58;23;7.96;4.7;
7907;45.4829;-0.2729;RCP2.6;H2;17.63;62;16;912.78;23;7.94;4.7;
7908;45.4853;-0.1706;RCP2.6;H2;18.07;68;20;872.71;23;7.48;4.93;
7909;45.4875;-0.0683;RCP2.6;H2;17.67;67;19;856.25;24;7.25;4.63;
7910;45.4897;0.0339;RCP2.6;H2;17.66;68;20;891.04;24;7.56;4.98;
7911;45.4917;0.1362;RCP2.6;H2;17.43;69;20;900.59;24;7.76;4.87;
7912;45.4937;0.2385;RCP2.6;H2;17.34;71;21;924.86;23;7.95;4.87;
7913;45.4956;0.3408;RCP2.6;H2;17.37;71;21;912.75;23;7.83;4.77;
7914;45.4974;0.4431;RCP2.6;H2;17.73;73;23;983.36;23;8.44;4.7;
7915;45.499;0.5454;RCP2.6;H2;17.57;73;22;985.95;23;8.47;4.65;
7916;45.5006;0.6477;RCP2.6;H2;17.29;72;22;1058.06;22;9.32;4.52;
7917;45.5021;0.7501;RCP2.6;H2;17.13;73;22;1063.87;22;9.44;4.5;
7918;45.5035;0.8524;RCP2.6;H2;16.73;73;22;1091.4;22;9.68;4.45;
7919;45.5049;0.9547;RCP2.6;H2;16.68;74;22;1096.64;22;9.75;4.6;
7920;45.5061;1.0571;RCP2.6;H2;16.49;74;22;1109.53;22;9.78;4.75;
7921;45.5072;1.1594;RCP2.6;H2;15.98;73;22;1133.59;21;9.99;4.85;
7922;45.5082;1.2618;RCP2.6;H2;15.96;74;23;1151.68;20;10.02;4.63;
7923;45.5092;1.3641;RCP2.6;H2;16.07;74;23;1151.99;20;9.96;4.73;
7924;45.51;1.4665;RCP2.6;H2;15.91;76;24;1209.88;20;10.41;4.52;
7925;45.5108;1.5688;RCP2.6;H2;15.78;76;25;1202.8;20;10.53;4.46;
7926;45.5114;1.6712;RCP2.6;H2;15.83;76;25;1200.1;20;10.53;4.19;
7927;45.512;1.7735;RCP2.6;H2;15.54;81;27;1366.59;20;11.97;4.45;
7928;45.5125;1.8759;RCP2.6;H2;13.77;80;28;1462.55;20;13.11;4.35;
7929;45.5128;1.9783;RCP2.6;H2;13.25;82;29;1374.99;19;11.94;4.38;
7930;45.5131;2.0806;RCP2.6;H2;13.64;82;28;1363.48;19;11.79;4.58;
7931;45.5133;2.183;RCP2.6;H2;14.39;83;26;1227.97;20;10.42;4.44;
7932;45.5134;2.2854;RCP2.6;H2;14.5;83;26;1204.28;19;10.42;4.52;
7933;45.5134;2.3877;RCP2.6;H2;14.28;83;27;1224.31;19;10.44;4.31;
7934;45.5133;2.4901;RCP2.6;H2;14.18;84;29;1250.99;19;10.71;4.45;
7935;45.5131;2.5925;RCP2.6;H2;13.51;83;30;1297.2;19;11.4;4.25;
7936;45.5128;2.6948;RCP2.6;H2;12.2;83;31;1359.72;18;11.73;4.28;
7937;45.5125;2.7972;RCP2.6;H2;9.8;79;29;1497.6;18;12.88;4.33;
7938;45.512;2.8996;RCP2.6;H2;11;83;29;1705.13;18;14.82;4.83;
7939;45.5114;3.0019;RCP2.6;H2;13.02;82;26;1604.87;17;13.8;4.58;
7940;45.5108;3.1043;RCP2.6;H2;13.16;83;27;861.57;18;6.81;4.55;
7941;45.51;3.2066;RCP2.6;H2;15.9;87;26;760.39;19;5.94;4.32;
7942;45.5092;3.309;RCP2.6;H2;16.39;86;27;745.35;21;5.79;4.55;
7943;45.5082;3.4113;RCP2.6;H2;14.49;87;28;1077.3;17;8.64;4.37;
7944;45.5072;3.5137;RCP2.6;H2;12.54;85;28;1146.06;18;9.31;4.72;
7945;45.5061;3.616;RCP2.6;H2;11.82;83;28;1168.12;18;9.35;4.73;
7946;45.5049;3.7184;RCP2.6;H2;14.79;88;30;957.56;19;7.57;4.69;
7947;45.5036;3.8207;RCP2.6;H2;12.79;84;27;1276.69;17;10.48;4.88;
7948;45.5022;3.923;RCP2.6;H2;11.68;80;26;1322.71;17;10.82;5;
7949;45.5007;4.0254;RCP2.6;H2;13.2;84;26;1113.63;18;9.38;4.52;
7950;45.4991;4.1277;RCP2.6;H2;15.68;88;27;779.66;20;6;4.88;
7951;45.4974;4.23;RCP2.6;H2;16.37;88;28;749.86;20;5.77;4.85;
7952;45.4956;4.3323;RCP2.6;H2;15.7;87;29;782.13;20;5.91;4.73;
7953;45.4937;4.4346;RCP2.6;H2;14.95;87;30;914.69;19;7.2;4.87;
7954;45.4918;4.5369;RCP2.6;H2;16.05;84;29;861.13;20;6.71;4.55;
7955;45.4897;4.6392;RCP2.6;H2;15.06;81;28;911.82;20;7.04;4.63;
7956;45.4875;4.7414;RCP2.6;H2;15.88;79;26;861.47;22;6.7;4.43;
7957;45.4853;4.8437;RCP2.6;H2;16.67;76;24;1070.05;20;9.11;4.58;
7958;45.483;4.946;RCP2.6;H2;16.52;77;26;1078.44;21;9.11;4.7;
7959;45.4805;5.0482;RCP2.6;H2;16.23;79;27;1103.51;21;9.36;4.7;
7960;45.478;5.1504;RCP2.6;H2;15.64;80;27;1141.97;21;9.59;4.58;
7961;45.4754;5.2527;RCP2.6;H2;15.18;81;27;1183.05;21;9.86;4.69;
7962;45.4727;5.3549;RCP2.6;H2;15.07;82;28;1208.81;21;10.01;4.73;
7963;45.4698;5.4571;RCP2.6;H2;15.15;82;29;1203.57;21;10.11;4.58;
7964;45.4669;5.5593;RCP2.6;H2;15.07;83;31;1208.55;21;10.21;4.55;
7965;45.4639;5.6615;RCP2.6;H2;15.13;83;31;1202.91;21;10.06;4.55;
7966;45.4609;5.7637;RCP2.6;H2;14.63;76;26;1578.76;21;14.43;4.6;
7967;45.4577;5.8658;RCP2.6;H2;12.02;79;26;1859.43;20;16.43;4.47;
7968;45.4544;5.968;RCP2.6;H2;14.47;80;27;1730.83;20;15.14;4.68;
7969;45.451;6.0701;RCP2.6;H2;16.05;77;26;1333.42;21;11.94;4.03;
7970;45.4476;6.1723;RCP2.6;H2;13.88;84;33;1511.62;21;13.66;3.73;
7971;45.444;6.2744;RCP2.6;H2;13.88;84;33;1511.62;21;13.66;3.71;
7972;45.4404;6.3765;RCP2.6;H2;6.75;66;24;1771.72;20;15.52;4.13;
7973;45.4366;6.4786;RCP2.6;H2;9.87;74;28;1613.11;21;14.32;3.95;
7974;45.4328;6.5807;RCP2.6;H2;11.25;78;28;1122.66;22;9.47;4.2;
7975;45.4288;6.6827;RCP2.6;H2;10.04;79;28;1177.79;22;9.99;4.15;
7976;45.4248;6.7848;RCP2.6;H2;4.02;64;22;1444.16;21;12.53;4.18;
7977;45.4207;6.8868;RCP2.6;H2;2.38;55;15;1099.05;21;8.98;4.35;
7978;45.4165;6.9888;RCP2.6;H2;3.33;53;14;1041.62;20;8.14;4.29;
7979;45.4122;7.0908;RCP2.6;H2;2.08;52;13;1069.86;21;8.59;4.19;
7980;45.4078;7.1928;RCP2.6;H2;3.95;57;16;1051.05;21;8.12;4.07;
8042;45.5327;-1.095;RCP2.6;H2;18.17;56;14;896.01;25;7.78;5;
8043;45.5358;-0.9927;RCP2.6;H2;18.03;59;13;889.58;25;7.64;5.12;
8044;45.5388;-0.8904;RCP2.6;H2;18.13;59;14;884.58;24;7.62;4.96;
8045;45.5417;-0.7881;RCP2.6;H2;17.9;62;15;897.71;24;7.72;4.94;
8046;45.5445;-0.6857;RCP2.6;H2;17.92;61;15;894.57;23;7.73;4.88;
8047;45.5473;-0.5834;RCP2.6;H2;17.92;62;15;895.81;23;7.83;4.88;
8048;45.5499;-0.481;RCP2.6;H2;17.78;62;16;908.93;23;8;4.83;
8049;45.5524;-0.3786;RCP2.6;H2;17.77;62;16;912.36;23;7.97;4.85;
8050;45.5549;-0.2763;RCP2.6;H2;17.91;66;19;832.53;23;7.24;4.8;
8051;45.5572;-0.1739;RCP2.6;H2;17.63;67;19;855.09;24;7.38;4.78;
8052;45.5595;-0.0715;RCP2.6;H2;17.63;67;19;858.18;24;7.27;4.62;
8053;45.5616;0.0309;RCP2.6;H2;17.62;67;19;856.18;24;7.27;4.62;
8054;45.5637;0.1334;RCP2.6;H2;17.61;70;20;912.08;23;7.67;4.98;
8055;45.5656;0.2358;RCP2.6;H2;17.33;71;21;920.67;24;7.78;4.71;
8056;45.5675;0.3382;RCP2.6;H2;17.16;72;21;924.67;24;7.87;4.62;
8057;45.5693;0.4407;RCP2.6;H2;17.34;71;21;906.76;24;7.86;4.6;
8058;45.571;0.5431;RCP2.6;H2;17.66;74;22;979.69;23;8.45;4.62;
8059;45.5726;0.6455;RCP2.6;H2;17.14;72;22;1073.39;22;9.5;4.47;
8060;45.5741;0.748;RCP2.6;H2;16.84;73;22;1087.53;22;9.69;4.42;
8061;45.5755;0.8505;RCP2.6;H2;16.38;74;22;1109.52;22;9.89;4.63;
8062;45.5768;0.9529;RCP2.6;H2;16.14;74;23;1124.18;22;10.13;4.7;
8063;45.578;1.0554;RCP2.6;H2;15.83;73;22;1145.95;21;10.21;4.6;
8064;45.5792;1.1579;RCP2.6;H2;16.16;74;23;1135.8;20;9.92;4.67;
8065;45.5802;1.2604;RCP2.6;H2;15.66;73;23;1161.39;20;10.21;4.72;
8066;45.5811;1.3628;RCP2.6;H2;15.6;73;23;1169.79;20;10.14;4.58;
8067;45.582;1.4653;RCP2.6;H2;15.51;73;23;1174.71;20;10.12;4.62;
8068;45.5827;1.5678;RCP2.6;H2;15.21;73;24;1183.03;20;10.2;4.15;
8069;45.5834;1.6703;RCP2.6;H2;15.37;79;27;1261.26;20;11.07;4.23;
8070;45.584;1.7728;RCP2.6;H2;15.4;81;27;1371.59;20;12.12;4.3;
8071;45.5844;1.8753;RCP2.6;H2;14.12;82;28;1459.32;19;12.86;4.3;
8072;45.5848;1.9778;RCP2.6;H2;13.36;82;28;1384.3;19;11.84;4.17;
8073;45.5851;2.0803;RCP2.6;H2;12.74;82;28;1408.19;19;12.21;4.6;
8074;45.5853;2.1828;RCP2.6;H2;13.55;82;27;1382.49;19;11.68;4.54;
8075;45.5854;2.2853;RCP2.6;H2;14.25;83;27;1237.76;19;10.46;4.6;
8076;45.5854;2.3878;RCP2.6;H2;13.72;83;25;1254.23;19;10.57;4.69;
8077;45.5853;2.4903;RCP2.6;H2;14.14;83;27;1254.44;19;11.04;4.21;
8078;45.5851;2.5928;RCP2.6;H2;13.47;83;27;1294.58;19;11.29;4.15;
8079;45.5848;2.6953;RCP2.6;H2;12.14;83;31;1383.99;18;11.86;4.42;
8080;45.5844;2.7978;RCP2.6;H2;9.96;82;30;1299.09;17;10.57;4.17;
8081;45.584;2.9003;RCP2.6;H2;11.1;83;30;1240.74;17;10.13;4.08;
8082;45.5834;3.0028;RCP2.6;H2;13.32;82;26;1150.55;16;9.52;4.3;
8083;45.5827;3.1053;RCP2.6;H2;14.82;87;28;811.59;18;6.45;4.48;
8084;45.582;3.2078;RCP2.6;H2;16.08;86;26;756.81;19;5.9;4.37;
8085;45.5811;3.3103;RCP2.6;H2;15.86;86;27;757.38;20;5.84;4.25;
8086;45.5802;3.4127;RCP2.6;H2;15.41;89;28;1020.48;17;8.35;4.38;
8087;45.5792;3.5152;RCP2.6;H2;13.31;86;29;1112.35;18;9.1;4.7;
8088;45.5781;3.6177;RCP2.6;H2;12.68;85;28;1135.26;18;9.15;4.65;
8089;45.5768;3.7202;RCP2.6;H2;14.74;88;30;960.84;19;7.71;4.69;
8090;45.5755;3.8226;RCP2.6;H2;11.3;80;27;1339.05;17;10.89;5.27;
8091;45.5741;3.9251;RCP2.6;H2;10.8;78;25;1214.8;17;9.96;4.44;
8092;45.5726;4.0276;RCP2.6;H2;14.62;86;27;1044.81;17;8.66;4.5;
8093;45.571;4.13;RCP2.6;H2;16.54;88;27;745.34;19;5.73;4.5;
8094;45.5693;4.2324;RCP2.6;H2;16.76;87;28;735.2;21;5.67;4.57;
8095;45.5675;4.3349;RCP2.6;H2;15.63;86;28;869.35;19;6.85;4.67;
8096;45.5657;4.4373;RCP2.6;H2;13.89;85;29;947.3;19;7.39;4.72;
8097;45.5637;4.5397;RCP2.6;H2;14.54;86;29;932.18;19;7.25;4.75;
8098;45.5616;4.6422;RCP2.6;H2;16.15;81;27;855.66;20;6.65;4.73;
8099;45.5595;4.7446;RCP2.6;H2;16.33;79;26;844.03;21;6.62;4.7;
8100;45.5572;4.847;RCP2.6;H2;16.84;75;24;1055.38;20;8.95;4.9;
8101;45.5549;4.9494;RCP2.6;H2;16.91;76;23;1045.89;21;8.79;4.75;
8102;45.5524;5.0517;RCP2.6;H2;16.36;79;26;1094.51;21;9.2;4.68;
8103;45.5499;5.1541;RCP2.6;H2;15.75;79;27;1134.08;21;9.52;4.58;
8104;45.5473;5.2565;RCP2.6;H2;15.79;80;27;1136.89;21;9.46;4.71;
8105;45.5446;5.3588;RCP2.6;H2;15.91;81;28;1133.79;22;9.62;4.95;
8106;45.5418;5.4612;RCP2.6;H2;15.75;81;28;1156.88;22;9.69;4.92;
8107;45.5389;5.5635;RCP2.6;H2;15.98;81;28;1129.22;22;9.42;4.8;
8108;45.5359;5.6658;RCP2.6;H2;15.98;70;22;1399.56;21;12.74;4.85;
8109;45.5328;5.7681;RCP2.6;H2;15;73;24;1516.05;21;13.89;4.65;
8110;45.5296;5.8704;RCP2.6;H2;14.05;75;24;1634.7;20;14.62;4.63;
8111;45.5263;5.9727;RCP2.6;H2;15.32;70;23;1478.65;20;13.32;4.67;
8112;45.5229;6.075;RCP2.6;H2;15.62;77;25;1369.99;23;12.39;4.7;
8113;45.5194;6.1773;RCP2.6;H2;15.9;76;26;1347.18;22;12.1;4.37;
8114;45.5159;6.2795;RCP2.6;H2;14.63;79;28;1444.32;21;13.14;4.24;
8115;45.5122;6.3818;RCP2.6;H2;8.63;73;26;1688.37;20;14.93;4.05;
8116;45.5085;6.484;RCP2.6;H2;13.93;83;32;1508.3;22;13.8;3.63;
8117;45.5046;6.5862;RCP2.6;H2;11.42;78;28;1115.82;22;9.45;4.29;
8118;45.5007;6.6884;RCP2.6;H2;6.74;69;24;1316.89;21;11.29;4.3;
8119;45.4967;6.7906;RCP2.6;H2;4.55;61;18;1405.09;21;12.35;4.33;
8120;45.4926;6.8927;RCP2.6;H2;4.37;60;17;1418.09;21;12.48;4.31;
8121;45.4883;6.9949;RCP2.6;H2;2.62;56;15;1086.21;21;8.74;4.45;
8122;45.484;7.097;RCP2.6;H2;2.07;55;15;1084.08;21;8.68;4.27;
8185;45.6046;-1.0995;RCP2.6;H2;18.16;59;15;883.69;25;7.79;4.9;
8186;45.6077;-0.9971;RCP2.6;H2;17.36;51;12;794.5;25;6.96;4.88;
8187;45.6107;-0.8946;RCP2.6;H2;18.04;62;15;895.72;24;7.69;4.83;
8188;45.6136;-0.7922;RCP2.6;H2;18.01;61;15;892.4;24;7.63;4.9;
8189;45.6165;-0.6897;RCP2.6;H2;17.86;62;15;899.18;23;7.8;4.88;
8190;45.6192;-0.5872;RCP2.6;H2;17.89;62;16;897;23;7.91;4.71;
8191;45.6218;-0.4847;RCP2.6;H2;17.89;62;15;902.92;23;7.95;4.85;
8192;45.6243;-0.3822;RCP2.6;H2;18.12;66;19;821.15;23;7.17;4.85;
8193;45.6268;-0.2797;RCP2.6;H2;18.02;66;20;828.29;23;7.21;4.69;
8194;45.6291;-0.1771;RCP2.6;H2;17.89;66;20;837.81;23;7.26;4.88;
8195;45.6314;-0.0746;RCP2.6;H2;17.98;67;19;833.98;23;7.22;4.9;
8196;45.6336;0.0279;RCP2.6;H2;17.88;67;19;836.75;23;7.26;4.8;
8197;45.6356;0.1305;RCP2.6;H2;17.98;69;20;880.57;23;7.56;4.77;
8198;45.6376;0.233;RCP2.6;H2;17.64;70;21;898.2;23;7.79;4.65;
8199;45.6395;0.3356;RCP2.6;H2;17.54;71;21;902.12;24;7.69;4.69;
8200;45.6413;0.4382;RCP2.6;H2;17.47;71;21;906.27;23;7.8;4.78;
8201;45.643;0.5408;RCP2.6;H2;17.04;72;21;946.19;23;8.16;4.6;
8202;45.6445;0.6433;RCP2.6;H2;17.05;72;22;1074.22;22;9.5;4.5;
8203;45.6461;0.7459;RCP2.6;H2;16.66;73;23;1099.28;22;9.83;4.54;
8204;45.6475;0.8485;RCP2.6;H2;15.9;73;22;1145.31;21;10.16;4.58;
8205;45.6488;0.9511;RCP2.6;H2;15.98;76;23;1103.79;20;9.68;4.38;
8206;45.65;1.0537;RCP2.6;H2;15.53;76;24;1129.5;20;9.8;4.7;
8207;45.6511;1.1563;RCP2.6;H2;15.93;77;24;1109.87;20;9.56;4.58;
8208;45.6522;1.259;RCP2.6;H2;16.17;77;24;1107.82;20;9.5;4.67;
8209;45.6531;1.3616;RCP2.6;H2;16.16;77;24;1107.71;20;9.45;4.7;
8210;45.654;1.4642;RCP2.6;H2;15.86;77;25;1115.42;20;9.6;4.69;
8211;45.6547;1.5668;RCP2.6;H2;15.64;79;26;1263.28;20;10.94;4.48;
8212;45.6554;1.6694;RCP2.6;H2;15.2;79;26;1289.24;20;11.12;4.35;
8213;45.6559;1.7721;RCP2.6;H2;14.31;80;28;1319.8;20;11.47;4.29;
8214;45.6564;1.8747;RCP2.6;H2;14.18;81;28;1448.05;19;12.7;4.35;
8215;45.6568;1.9773;RCP2.6;H2;13.52;83;28;1378.79;19;11.84;4.63;
8216;45.6571;2.08;RCP2.6;H2;12.84;83;28;1415.74;18;12.16;4.68;
8217;45.6572;2.1826;RCP2.6;H2;13.75;82;26;1379.32;18;11.71;4.42;
8218;45.6573;2.2852;RCP2.6;H2;13.34;84;27;1013.57;18;8.21;4.71;
8219;45.6573;2.3879;RCP2.6;H2;13.38;83;26;1286.45;18;10.93;4.48;
8220;45.6572;2.4905;RCP2.6;H2;13.88;83;27;1263.41;18;10.79;4.33;
8221;45.6571;2.5931;RCP2.6;H2;13.43;83;27;1297.22;19;11.32;4.15;
8222;45.6568;2.6958;RCP2.6;H2;12.61;84;31;1360.84;19;11.81;4.56;
8223;45.6564;2.7984;RCP2.6;H2;11.35;82;29;1240.03;17;10;4.28;
8224;45.6559;2.901;RCP2.6;H2;11.41;82;29;1231.72;17;10.04;4.35;
8225;45.6554;3.0037;RCP2.6;H2;12.93;82;27;1174.43;16;9.8;4.44;
8226;45.6547;3.1063;RCP2.6;H2;15.17;85;25;800.23;18;6.38;4.45;
8227;45.654;3.2089;RCP2.6;H2;16.31;86;25;751.01;18;5.85;4.35;
8228;45.6531;3.3115;RCP2.6;H2;14.98;87;27;790.71;20;6.23;4.22;
8229;45.6522;3.4141;RCP2.6;H2;15.26;90;30;1044.07;19;8.47;4.73;
8230;45.6511;3.5168;RCP2.6;H2;14.99;89;30;1052.89;19;8.46;4.71;
8231;45.65;3.6194;RCP2.6;H2;14.68;88;30;1061.14;19;8.5;4.94;
8232;45.6488;3.722;RCP2.6;H2;14.05;86;29;1224.72;18;10;5;
8233;45.6475;3.8246;RCP2.6;H2;9.64;76;25;1261.95;17;10.11;5.22;
8234;45.6461;3.9272;RCP2.6;H2;12.04;81;25;1146.65;17;9.39;4.6;
8235;45.6446;4.0298;RCP2.6;H2;15.63;89;30;790.56;19;6.15;4.65;
8236;45.643;4.1323;RCP2.6;H2;16.76;88;27;736.88;19;5.7;4.5;
8237;45.6413;4.2349;RCP2.6;H2;16.86;87;28;731.56;21;5.65;4.5;
8238;45.6395;4.3375;RCP2.6;H2;15.46;85;27;873.66;19;6.92;4.46;
8239;45.6376;4.4401;RCP2.6;H2;15.11;86;29;929.43;20;7.46;4.43;
8240;45.6356;4.5426;RCP2.6;H2;14.14;83;27;968.81;19;7.72;4.53;
8241;45.6336;4.6452;RCP2.6;H2;15.2;82;27;900.47;20;7.04;4.57;
8242;45.6314;4.7477;RCP2.6;H2;16.49;79;26;884.28;21;7.05;4.58;
8243;45.6292;4.8502;RCP2.6;H2;16.88;77;26;859.96;23;6.63;4.54;
8244;45.6268;4.9528;RCP2.6;H2;16.55;80;27;936.01;22;7.21;4.62;
8245;45.6244;5.0553;RCP2.6;H2;16.55;78;26;1078.32;20;9.12;4.52;
8246;45.6218;5.1578;RCP2.6;H2;16.74;77;25;1055.33;20;8.98;4.38;
8247;45.6192;5.2603;RCP2.6;H2;16.88;78;26;1048.58;22;8.83;4.56;
8248;45.6165;5.3628;RCP2.6;H2;16.33;80;26;1085.17;22;9.32;4.38;
8249;45.6137;5.4653;RCP2.6;H2;16.23;80;26;1105.74;22;9.48;4.4;
8250;45.6108;5.5677;RCP2.6;H2;16.91;80;28;1064.45;22;8.95;4.82;
8251;45.6078;5.6702;RCP2.6;H2;15.62;71;23;1436.64;21;13.1;4.68;
